grammatical,ungrammatical
Under de två eller tre första veckorna hemma igen hade Harry tyckt det var skojigt att mumla nonsensord med låg röst och se Dudley rusa ut ur rummet så fort hans tjocka ben kunde bära honom.,Under de två eller tre första veckorna hemma igen Harry hade tyckt det var skojigt att mumla nonsensord med låg röst och se Dudley rusa ut ur rummet så fort hans tjocka ben kunde bära honom.
Alldeles i slutet av sista terminen hade Harry stått ansikte mot ansikte med ingen mindre än Lord Voldemort själv.,Alldeles i slutet av sista terminen Harry hade stått ansikte mot ansikte med ingen mindre än Lord Voldemort själv.
"Maaaaaammma! tjöt Dudley och rusade i väg mot huset, snavande över sina egna fötter.","Maaaaaammma! Dudley tjöt och rusade i väg mot huset, snavande över sina egna fötter."
"Eftersom varken Dudley eller häcken var skadad på minsta sätt, förstod moster Petunia att han faktiskt inte hade utövat någon magi, men han måste ändå ducka då hon riktade ett tungt slag mot hans huvud med den flottiga stekpannan.","Eftersom var skadad på minsta sätt, varken Dudley eller häcken förstod moster Petunia att han faktiskt inte hade utövat någon magi, men han måste ändå ducka då hon riktade ett tungt slag mot hans huvud med den flottiga stekpannan."
"Sedan satte hon honom i arbete, med löftet att han inte skulle få någon mat förrän han var klar med det.","Sedan hon satte honom i arbete, med löftet att han inte skulle få någon mat förrän han var klar med det."
Högst upp på kylskåpet stod kvällens efterrättstårta: ett berg av vispgrädde och kanderade violer.,Högst upp på kylskåpet kvällens efterrättstårta: ett berg av vispgrädde och kanderade violer stod.
I samma ögonblick han hade ätit färdigt slet moster Petunia bort hans tallrik.,I samma ögonblick hade ätit färdigt han slet moster Petunia bort hans tallrik.
"T-tack, sade Harry. Han smög tyst utmed väggen och sjönk ner på skrivbordsstolen intill Hedwig, som sov i sin stora bur.","T-tack, Harry sade. Han smög tyst utmed väggen och sjönk ner på skrivbordsstolen intill Hedwig, som sov i sin stora bur."
Sedan dök familjen Dursley upp och Dudley skakade burens galler så att det rasslade medan han skrattade åt Harry.,Sedan familjen Dursley dök upp och Dudley skakade burens galler så att det rasslade medan han skrattade åt Harry.
"Och där var någon som stirrade på honom mellan gallerstängerna, någon med fräknigt ansikte, rött hår och lång näsa.","Och där någon som stirrade på honom mellan gallerstängerna, någon med fräknigt ansikte, rött hår och lång näsa var."
"I framsätet satt Fred och George, Rons äldre tvillingbröder, och flinade glatt mot Harry.","I framsätet Fred och George, Rons äldre tvillingbröder satt, och flinade glatt mot Harry."
"Lite magstarkt för att komma från dig, sade Harry och tittade på den svävande bilen.","Lite magstarkt för att komma från dig, Harry sade och tittade på den svävande bilen."
"Om Dursleys vaknar är jag dödens, sade Harry medan han knöt fast repet hårt om en stång och Fred rusade motorn.","Om vaknar är jag dödens, Dursleys sade Harry medan han knöt fast repet hårt om en stång och Fred rusade motorn."
Flåsande hivade Ron upp dem i bilen.,Flåsande Ron hivade upp dem i bilen.
Sedan gick han och hjälpte Fred och George att lyfta kofferten uppför trappan.,Sedan han gick och hjälpte Fred och George att lyfta kofferten uppför trappan.
"Till sist var de uppe på avsatsen, flämtande och flåsande, och bar kofferten genom Harrys rum fram till det öppna fönstret.","Till sist de var uppe på avsatsen, flämtande och flåsande, och bar kofferten genom Harrys rum fram till det öppna fönstret."
Bit för bit gled den genom fönstret.,Bit för bit den gled genom fönstret.
"Under en bråkdels sekund stod morbror Vernon inramad i dörröppningen, sedan gav han ifrån sig ett bölande som en ilsken tjur, dök mot Harry och fick tag i hans vrist.","Under en bråkdels sekund morbror Vernon stod inramad i dörröppningen, sedan gav han ifrån sig ett bölande som en ilsken tjur, dök mot Harry och fick tag i hans vrist."
Petunia! vrålade morbror Vernon.,Petunia! morbror Vernon vrålade.
"Definitivt misstänkt, instämde George.","Definitivt misstänkt, George instämde."
"Njaa, sade Fred, vi kan väl säga så här: husalfer har sin egen starka trolldomskraft, men de brukar inte kunna använda den utan lov från sin husbonde.","Njaa, sade, vi Fred kan väl säga så här: husalfer har sin egen starka trolldomskraft, men de brukar inte kunna använda den utan lov från sin husbonde."
Draco Malfoy? sade George och vände sig om.,Draco Malfoy? George sade och vände sig om.
Att skicka en alf ur tjänarstaben för att hindra Harry från att fara tillbaka till Hogwarts var just en sån sak som Malfoy kunde tänkas göra.,Att skicka en alf ur tjänarstaben för att hindra Harry från att fara tillbaka till Hogwarts Malfoy var just en sån sak som kunde tänkas göra.
"Ugglan som mamma och pappa köpte till Percy när han blev vald till prefekt, sade Fred från framsätet.","Ugglan som köpte till Percy när han blev vald till prefekt, mamma och pappa sade Fred från framsätet."
Utanför ytterdörren låg en massa gummistövlar i en enda röra tillsammans med en väldigt rostig kittel.,Utanför ytterdörren en massa gummistövlar i en enda röra låg tillsammans med en väldigt rostig kittel.
"Sen, Ron, kommer du skuttande nerför trappan och säger: Mamma, titta vem som dök upp mitt i natten!, och hon kommer att bli jätteglad över att få se Harry och ingen behöver nånsin få veta att vi flugit med bilen.","Sen, Ron, du kommer skuttande nerför trappan och säger: Mamma, titta vem som dök upp mitt i natten!, och hon kommer att bli jätteglad över att få se Harry och ingen behöver nånsin få veta att vi flugit med bilen."
"Jaså, sade hon.","Jaså, hon sade."
Just i går kväll sa vi att vi skulle komma och hämta dig själva om du inte hade svarat på Rons brev senast på fredag.,Just i går kväll vi sa att vi skulle komma och hämta dig själva om du inte hade svarat på Rons brev senast på fredag.
"I samma ögonblick avbröts de av att en liten rödhårig figur i nattlinne dök upp i köket, gav till ett litet pip och sprang ut igen.","I samma ögonblick de avbröts av att en liten rödhårig figur i nattlinne dök upp i köket, gav till ett litet pip och sprang ut igen."
Tvärs över stod det med snirkliga guldbokstäver: Gyllenroy Lockmans råd angående ohyra i hemmet.,Tvärs över det stod med snirkliga guldbokstäver: Gyllenroy Lockmans råd angående ohyra i hemmet.
För då skulle du mycket väl kunna falla ner ur fel skorsten,För då du skulle mycket väl kunna falla ner ur fel skorsten
nu kändes det som om kalla händer slog honom i ansiktet,nu det kändes som om kalla händer slog honom i ansiktet
"Yr och blåslagen, täckt med sot, tog han sig försiktigt på fötter igen och höll upp sina sönderslagna glasögon för ögonen.","Yr och blåslagen, täckt med sot, han tog sig försiktigt på fötter igen och höll upp sina sönderslagna glasögon för ögonen."
"Men det värsta var att den mörka, trånga gatan som Harry såg genom det dammiga butiksfönstret definitivt inte var Diagongränden.","Men det värsta den mörka, trånga gatan som Harry såg genom det dammiga butiksfönstret var att definitivt inte var Diagongränden."
Några sekunder senare pinglade klockan över dörren och Draco Malfoy klev in i butiken.,Några sekunder senare klockan över dörren pinglade och Draco Malfoy klev in i butiken.
"Mr Malfoy, så roligt att se er här igen, sade mr Borgin med en röst som var lika oljig som hans hår.","Mr Malfoy, så roligt att se er här igen, mr Borgin sade med en röst som var lika oljig som hans hår."
"Inte för mig, sade mr Malfoy med vibrerande näsborrar.","Inte för mig, mr Malfoy sade med vibrerande näsborrar."
I samma ögonblick dörren hade stängts efter dem försvann mr Borgins oljiga och inställsamma min.,I samma ögonblick hade stängts efter dem dörren försvann mr Borgins oljiga och inställsamma min.
Ilsket muttrande försvann mr Borgin in i ett rum innanför.,Ilsket muttrande mr Borgin försvann in i ett rum innanför.
Med de trasiga brillorna pressade mot ögonen tittade han sig omkring.,Med de trasiga brillorna pressade mot ögonen han tittade sig omkring.
Där upptäckte Harry en bekant snövit marmorbyggnad lite på avstånd: Gringotts bank.,Där Harry upptäckte en bekant snövit marmorbyggnad lite på avstånd: Gringotts bank.
Flämtande efter andan drog hon fram en stor klädborste ur väskan och började borsta av resterna av sotet som Hagrid inte hade lyckats banka bort.,Flämtande efter andan hon drog fram en stor klädborste ur väskan och började borsta av resterna av sotet som Hagrid inte hade lyckats banka bort.
Kan ni gissa vem jag såg hos Borgin & Burkes? sade Harry till Ron och Hermione då de klev uppför trappan till Gringotts.,Kan gissa vem jag såg hos Borgin & Burkes? ni sade Harry till Ron och Hermione då de klev uppför trappan till Gringotts.
"En biografi över skolprefekter från Hogwarts och deras vidare karriärer, läste Ron högt från bokens baksidestext.","En biografi över skolprefekter från Hogwarts och deras vidare karriärer, Ron läste högt från bokens baksidestext."
En timme senare styrde de stegen mot Flourish & Blotts.,En timme senare de styrde stegen mot Flourish & Blotts.
Ännu en svindlande runda och där är Stella som väntar på att hjälpa mig ur det.,Ännu en svindlande runda och där Stella som väntar på att hjälpa mig ur det är.
En dag när mor körde mig till skolan verkade gatorna ovanligt öde.,En dag när körde mig till skolan mor verkade gatorna ovanligt öde.
På avstånd såg vi en polis som vinkade åt oss och vi vinkade tillbaka.,På avstånd vi såg en polis som vinkade åt oss och vi vinkade tillbaka.
När jag var fem år gammal gick min far på tabletter och min mor på gin.,När var fem år gammal jag gick min far på tabletter och min mor på gin.
Till slut kom vi till en liten krog i en ruffig del av stan.,Till slut vi kom till en liten krog i en ruffig del av stan.
Mot sin vana gick han och sökte upp min farmor.,Mot sin vana han gick och sökte upp min farmor.
Några månader senare drabbades den stolte självbelåtne Zeus av huvudvärk och for vrålande över jorden hotande att klyva himlen med sin smärta.,Några månader senare den stolte självbelåtne Zeus drabbades av huvudvärk och for vrålande över jorden hotande att klyva himlen med sin smärta.
"Ut kom Athena, högrest, stark, vacker, och sin faders barn.","Ut Athena, högrest, stark, vacker, och sin faders barn kom."
I likhet med de flesta män var han sekundärtransvestit: om hans hustru var en del av honom så var hennes kläder det också.,I likhet med de flesta män han var sekundärtransvestit: om hans hustru var en del av honom så var hennes kläder det också.
